run_index,year,lca_ssp_scenario,impact,impact_unit,value,s_p,r_c
27,2023,,TEU,mol N-eq,1467324780.4635131,Paper,FR
27,2024,,TEU,mol N-eq,1409647417.3031442,Paper,FR
27,2025,,TEU,mol N-eq,1006051758.5330837,Paper,FR
27,2026,SSP2,TEU,mol N-eq,1062598242.539592,Paper,FR
27,2027,SSP2,TEU,mol N-eq,1039005091.8098242,Paper,FR
27,2028,SSP2,TEU,mol N-eq,1015191203.8835542,Paper,FR
27,2029,SSP2,TEU,mol N-eq,991257636.8410598,Paper,FR
27,2030,SSP2,TEU,mol N-eq,967292284.6125216,Paper,FR
27,2019,,FEU,kg P-eq,1436204.6925572096,Paper,FR
27,2020,,FEU,kg P-eq,1325328.9471101626,Paper,FR
27,2021,,FEU,kg P-eq,1491953.0022062631,Paper,FR
27,2022,,FEU,kg P-eq,1475133.596208591,Paper,FR
27,2023,,FEU,kg P-eq,1395279.37389411,Paper,FR
27,2024,,FEU,kg P-eq,1340433.9598250848,Paper,FR
27,2025,,FEU,kg P-eq,956654.7818456982,Paper,FR
27,2026,SSP2,FEU,kg P-eq,1010424.8427422307,Paper,FR
27,2027,SSP2,FEU,kg P-eq,987990.1118518951,Paper,FR
27,2028,SSP2,FEU,kg P-eq,965345.4819252782,Paper,FR
27,2029,SSP2,FEU,kg P-eq,942587.0491074562,Paper,FR
27,2030,SSP2,FEU,kg P-eq,919798.391751023,Paper,FR
27,2019,,MEU,kg N-eq,49686255.28468144,Paper,FR
27,2020,,MEU,kg N-eq,45850450.66594538,Paper,FR
27,2021,,MEU,kg N-eq,51614897.3224542,Paper,FR
27,2022,,MEU,kg N-eq,51033021.14250031,Paper,FR
27,2023,,MEU,kg N-eq,48270422.40150019,Paper,FR
27,2024,,MEU,kg N-eq,46373016.51029983,Paper,FR
27,2025,,MEU,kg N-eq,33095974.380548254,Paper,FR
27,2026,SSP2,MEU,kg N-eq,34956177.86423208,Paper,FR
27,2027,SSP2,MEU,kg N-eq,34180036.57181255,Paper,FR
27,2028,SSP2,MEU,kg N-eq,33396633.71204491,Paper,FR
27,2029,SSP2,MEU,kg N-eq,32609293.781514406,Paper,FR
27,2030,SSP2,MEU,kg N-eq,31820908.217204068,Paper,FR
27,2019,,ECOTOX,CTUe,32382584290.016262,Paper,FR
27,2020,,ECOTOX,CTUe,29882632026.063904,Paper,FR
27,2021,,ECOTOX,CTUe,33639559946.475124,Paper,FR
27,2022,,ECOTOX,CTUe,33260327212.27632,Paper,FR
27,2023,,ECOTOX,CTUe,31459827535.306095,Paper,FR
27,2024,,ECOTOX,CTUe,30223209765.419292,Paper,FR
27,2025,,ECOTOX,CTUe,21570013153.491646,Paper,FR
27,2026,SSP2,ECOTOX,CTUe,22782384578.181107,Paper,FR
27,2027,SSP2,ECOTOX,CTUe,22276541248.295742,Paper,FR
27,2028,SSP2,ECOTOX,CTUe,21765965255.113846,Paper,FR
27,2029,SSP2,ECOTOX,CTUe,21252823310.340237,Paper,FR
27,2030,SSP2,ECOTOX,CTUe,20738999882.854393,Paper,FR
27,2019,,HTOX_nc,CTUh,1013.5007296875318,Paper,FR
27,2020,,HTOX_nc,CTUh,935.2579489073436,Paper,FR
27,2021,,HTOX_nc,CTUh,1052.8411891644887,Paper,FR
27,2022,,HTOX_nc,CTUh,1040.9720730559766,Paper,FR
27,2023,,HTOX_nc,CTUh,984.6205564485114,Paper,FR
27,2024,,HTOX_nc,CTUh,945.9172522001459,Paper,FR
27,2025,,HTOX_nc,CTUh,675.0920147276012,Paper,FR
27,2026,SSP2,HTOX_nc,CTUh,713.0364638972712,Paper,FR
27,2027,SSP2,HTOX_nc,CTUh,697.2047260916987,Paper,FR
27,2028,SSP2,HTOX_nc,CTUh,681.2248667631051,Paper,FR
27,2029,SSP2,HTOX_nc,CTUh,665.1646990259158,Paper,FR
27,2030,SSP2,HTOX_nc,CTUh,649.083202440481,Paper,FR
27,2019,,HTOX_c,CTUh,237.8018785266843,Paper,FR
27,2020,,HTOX_c,CTUh,219.44345045094258,Paper,FR
27,2021,,HTOX_c,CTUh,247.03249365274098,Paper,FR
27,2022,,HTOX_c,CTUh,244.24759372679253,Paper,FR
27,2023,,HTOX_c,CTUh,231.02560373255315,Paper,FR
27,2024,,HTOX_c,CTUh,221.94448697964398,Paper,FR
27,2025,,HTOX_c,CTUh,158.39963857754935,Paper,FR
27,2026,SSP2,HTOX_c,CTUh,167.30270201687193,Paper,FR
27,2027,SSP2,HTOX_c,CTUh,163.58803573175956,Paper,FR
27,2028,SSP2,HTOX_c,CTUh,159.83861507953833,Paper,FR
27,2029,SSP2,HTOX_c,CTUh,156.07035133242218,Paper,FR
27,2030,SSP2,HTOX_c,CTUh,152.29708310920554,Paper,FR
27,2019,,LU,Pt,983837293696.6772,Paper,FR
27,2020,,LU,Pt,907884545524.6896,Paper,FR
27,2021,,LU,Pt,1022026325091.3816,Paper,FR
27,2022,,LU,Pt,1010504597747.0211,Paper,FR
27,2023,,LU,Pt,955802393820.75,Paper,FR
27,2024,,LU,Pt,918231869208.9221,Paper,FR
27,2025,,LU,Pt,655333224052.647,Paper,FR
27,2026,SSP2,LU,Pt,692167103978.3268,Paper,FR
27,2027,SSP2,LU,Pt,676798734108.5271,Paper,FR
27,2028,SSP2,LU,Pt,661286577979.7947,Paper,FR
27,2029,SSP2,LU,Pt,645696463932.4744,Paper,FR
27,2030,SSP2,LU,Pt,630085645295.8816,Paper,FR
27,2019,,WU,m3 water-eq,44989544586.12946,Paper,FR
27,2020,,WU,m3 water-eq,41516328463.69183,Paper,FR
27,2021,,WU,m3 water-eq,46735877177.54559,Paper,FR
27,2022,,WU,m3 water-eq,46209004218.58237,Paper,FR
27,2023,,WU,m3 water-eq,43707546652.10465,Paper,FR
27,2024,,WU,m3 water-eq,41989497536.6894,Paper,FR
27,2025,,WU,m3 water-eq,29967499190.347176,Paper,FR
27,2026,SSP2,WU,m3 water-eq,31651862543.73253,Paper,FR
27,2027,SSP2,WU,m3 water-eq,30949087841.1437,Paper,FR
27,2028,SSP2,WU,m3 water-eq,30239737988.020763,Paper,FR
27,2029,SSP2,WU,m3 water-eq,29526823225.052845,Paper,FR
27,2030,SSP2,WU,m3 water-eq,28812961669.309155,Paper,FR
27,2019,,FRD,MJ,55371747182.928566,Paper,FR
27,2020,,FRD,MJ,51097019647.62072,Paper,FR
27,2021,,FRD,MJ,57521079603.13304,Paper,FR
27,2022,,FRD,MJ,56872620576.71677,Paper,FR
27,2023,,FRD,MJ,53793903571.821106,Paper,FR
27,2024,,FRD,MJ,51679381583.61772,Paper,FR
27,2025,,FRD,MJ,36883075926.58114,Paper,FR
27,2026,SSP2,FRD,MJ,38956138515.36311,Paper,FR
27,2027,SSP2,FRD,MJ,38091185035.253784,Paper,FR
27,2028,SSP2,FRD,MJ,37218139062.1794,Paper,FR
27,2029,SSP2,FRD,MJ,36340705507.75735,Paper,FR
27,2030,SSP2,FRD,MJ,35462106669.91896,Paper,FR
27,2019,,MRD,kg Sb-eq,54135.77068330962,Paper,FR
27,2020,,MRD,kg Sb-eq,49956.46117334347,Paper,FR
27,2021,,MRD,kg Sb-eq,56237.126933420244,Paper,FR
27,2022,,MRD,kg Sb-eq,55603.14243884362,Paper,FR
27,2023,,MRD,kg Sb-eq,52593.14679566438,Paper,FR
27,2024,,MRD,kg Sb-eq,50525.8239589834,Paper,FR
27,2025,,MRD,kg Sb-eq,36059.79298179138,Paper,FR
27,2026,SSP2,MRD,kg Sb-eq,38086.58185207376,Paper,FR
27,2027,SSP2,MRD,kg Sb-eq,37240.9353692883,Paper,FR
27,2028,SSP2,MRD,kg Sb-eq,36387.377029541465,Paper,FR
27,2029,SSP2,MRD,kg Sb-eq,35529.529045530624,Paper,FR
27,2030,SSP2,MRD,kg Sb-eq,34670.541788893985,Paper,FR
28,2019,,GWP_100,kg CO2-eq,1645621432.1220222,Paper,FR
28,2020,,GWP_100,kg CO2-eq,1518578606.0153258,Paper,FR
28,2021,,GWP_100,kg CO2-eq,1709498547.7159765,Paper,FR
28,2022,,GWP_100,kg CO2-eq,1690226660.4085705,Paper,FR
28,2023,,GWP_100,kg CO2-eq,1598728686.3613145,Paper,FR
28,2024,,GWP_100,kg CO2-eq,1535886119.8989441,Paper,FR
28,2025,,GWP_100,kg CO2-eq,1096147102.3633966,Paper,FR
28,2026,SSP2,GWP_100,kg CO2-eq,1157757515.6118658,Paper,FR
28,2027,SSP2,GWP_100,kg CO2-eq,1132051518.2924373,Paper,FR
28,2028,SSP2,GWP_100,kg CO2-eq,1106105016.0126252,Paper,FR
28,2029,SSP2,GWP_100,kg CO2-eq,1080028116.9462163,Paper,FR
28,2030,SSP2,GWP_100,kg CO2-eq,1053916586.2226543,Paper,FR
28,2019,,ODP,kg CFC-11-eq,130248.15740290307,Paper,FR
28,2020,,ODP,kg CFC-11-eq,120192.93225290171,Paper,FR
28,2021,,ODP,kg CFC-11-eq,135303.92323332033,Paper,FR
28,2022,,ODP,kg CFC-11-eq,133778.5858972422,Paper,FR
28,2023,,ODP,kg CFC-11-eq,126536.6757633992,Paper,FR
28,2024,,ODP,kg CFC-11-eq,121562.79274971085,Paper,FR
28,2025,,ODP,kg CFC-11-eq,86758.19209601627,Paper,FR
28,2026,SSP2,ODP,kg CFC-11-eq,91634.55226355296,Paper,FR
28,2027,SSP2,ODP,kg CFC-11-eq,89599.96598526045,Paper,FR
28,2028,SSP2,ODP,kg CFC-11-eq,87546.34414549265,Paper,FR
28,2029,SSP2,ODP,kg CFC-11-eq,85482.40162026587,Paper,FR
28,2030,SSP2,ODP,kg CFC-11-eq,83415.71805785767,Paper,FR
28,2019,,PM,Disease incidence,124.69025829294617,Paper,FR
28,2020,,PM,Disease incidence,115.06410583023614,Paper,FR
28,2021,,PM,Disease incidence,129.53028643486695,Paper,FR
28,2022,,PM,Disease incidence,128.07003770496658,Paper,FR
28,2023,,PM,Disease incidence,121.13715156570312,Paper,FR
28,2024,,PM,Disease incidence,116.37551216855435,Paper,FR
28,2025,,PM,Disease incidence,83.0560800028653,Paper,FR
28,2026,SSP2,PM,Disease incidence,87.72435801111935,Paper,FR
28,2027,SSP2,PM,Disease incidence,85.77659081334767,Paper,FR
28,2028,SSP2,PM,Disease incidence,83.81060033223416,Paper,FR
28,2029,SSP2,PM,Disease incidence,81.8347295659688,Paper,FR
28,2030,SSP2,PM,Disease incidence,79.85623472700289,Paper,FR
28,2019,,IR,kBq U-235-eq,127348383954.2299,Paper,FR
28,2020,,IR,kBq U-235-eq,117517022814.98924,Paper,FR
28,2021,,IR,kBq U-235-eq,132291590990.649,Paper,FR
28,2022,,IR,kBq U-235-eq,130800212927.35927,Paper,FR
28,2023,,IR,kBq U-235-eq,123719532703.73167,Paper,FR
28,2024,,IR,kBq U-235-eq,118856385489.97702,Paper,FR
28,2025,,IR,kBq U-235-eq,84826655351.7636,Paper,FR
28,2026,SSP2,IR,kBq U-235-eq,89594450914.45717,Paper,FR
28,2027,SSP2,IR,kBq U-235-eq,87605161547.74074,Paper,FR
28,2028,SSP2,IR,kBq U-235-eq,85597260416.83604,Paper,FR
28,2029,SSP2,IR,kBq U-235-eq,83579268374.54565,Paper,FR
28,2030,SSP2,IR,kBq U-235-eq,81558596320.02039,Paper,FR
28,2019,,POF,kg NMVOC-eq,98350649.46749824,Paper,FR
28,2020,,POF,kg NMVOC-eq,90757928.43586455,Paper,FR
28,2021,,POF,kg NMVOC-eq,102168268.56393576,Paper,FR
28,2022,,POF,kg NMVOC-eq,101016483.22852983,Paper,FR
28,2023,,POF,kg NMVOC-eq,95548102.10705653,Paper,FR
28,2024,,POF,kg NMVOC-eq,91792312.8926388,Paper,FR
28,2025,,POF,kg NMVOC-eq,65511287.909236774,Paper,FR
28,2026,SSP2,POF,kg NMVOC-eq,69193437.42349918,Paper,FR
28,2027,SSP2,POF,kg NMVOC-eq,67657117.17254362,Paper,FR
28,2028,SSP2,POF,kg NMVOC-eq,66106423.13026996,Paper,FR
28,2029,SSP2,POF,kg NMVOC-eq,64547935.91734362,Paper,FR
28,2030,SSP2,POF,kg NMVOC-eq,62987378.94164762,Paper,FR
28,2019,,AC,mol H+ eq,241647787.38943055,Paper,FR
28,2020,,AC,mol H+ eq,222992453.15937236,Paper,FR
28,2021,,AC,mol H+ eq,251027686.88927704,Paper,FR
28,2022,,AC,mol H+ eq,248197747.49024528,Paper,FR
28,2023,,AC,mol H+ eq,234761921.63895953,Paper,FR
28,2024,,AC,mol H+ eq,225533938.31115186,Paper,FR
28,2025,,AC,mol H+ eq,160961395.3543901,Paper,FR
28,2026,SSP2,AC,mol H+ eq,170008445.75798324,Paper,FR
28,2027,SSP2,AC,mol H+ eq,166233703.12664276,Paper,FR
28,2028,SSP2,AC,mol H+ eq,162423644.05471736,Paper,FR
28,2029,SSP2,AC,mol H+ eq,158594437.1433504,Paper,FR
28,2030,SSP2,AC,mol H+ eq,154760144.81977302,Paper,FR
28,2019,,TEU,mol N-eq,1476467980.9494207,Paper,FR
28,2020,,TEU,mol N-eq,1362483888.803765,Paper,FR
28,2021,,TEU,mol N-eq,1533779166.8934827,Paper,FR
28,2022,,TEU,mol N-eq,1516488237.1653986,Paper,FR
28,2023,,TEU,mol N-eq,1434395341.2140427,Paper,FR
28,2024,,TEU,mol N-eq,1378012363.081138,Paper,FR
28,2025,,TEU,mol N-eq,983474125.6153235,Paper,FR
28,2026,SSP2,TEU,mol N-eq,1038751603.5812776,Paper,FR
28,2027,SSP2,TEU,mol N-eq,1015687926.1037873,Paper,FR
28,2028,SSP2,TEU,mol N-eq,992408465.1743231,Paper,FR
28,2029,SSP2,TEU,mol N-eq,969012010.945871,Paper,FR
28,2030,SSP2,TEU,mol N-eq,945584484.8488132,Paper,FR
28,2019,,FEU,kg P-eq,1403973.6447325917,Paper,FR
28,2020,,FEU,kg P-eq,1295586.1528559534,Paper,FR
28,2021,,FEU,kg P-eq,1458470.8608266995,Paper,FR
28,2022,,FEU,kg P-eq,1442028.912918325,Paper,FR
28,2023,,FEU,kg P-eq,1363966.764722355,Paper,FR
28,2024,,FEU,kg P-eq,1310352.1815877922,Paper,FR
28,2025,,FEU,kg P-eq,935185.7070090065,Paper,FR
28,2026,SSP2,FEU,kg P-eq,987749.0698538825,Paper,FR
28,2027,SSP2,FEU,kg P-eq,965817.8151657945,Paper,FR
28,2028,SSP2,FEU,kg P-eq,943681.3719579078,Paper,FR
28,2029,SSP2,FEU,kg P-eq,921433.6798028658,Paper,FR
28,2030,SSP2,FEU,kg P-eq,899156.4414028813,Paper,FR
28,2019,,MEU,kg N-eq,48571205.265275545,Paper,FR
28,2020,,MEU,kg N-eq,44821483.08503385,Paper,FR
28,2021,,MEU,kg N-eq,50456565.06474468,Paper,FR
28,2022,,MEU,kg N-eq,49887747.2455393,Paper,FR
28,2023,,MEU,kg N-eq,47187146.249430865,Paper,FR
28,2024,,MEU,kg N-eq,45332321.600541525,Paper,FR
28,2025,,MEU,kg N-eq,32353240.46623241,Paper,FR
28,2026,SSP2,MEU,kg N-eq,34171697.59735463,Paper,FR
28,2027,SSP2,MEU,kg N-eq,33412974.3284552,Paper,FR
28,2028,SSP2,MEU,kg N-eq,32647152.454998188,Paper,FR
28,2029,SSP2,MEU,kg N-eq,31877481.86581343,Paper,FR
28,2030,SSP2,MEU,kg N-eq,31106789.10877438,Paper,FR
28,2019,,ECOTOX,CTUe,31655860148.015404,Paper,FR
28,2020,,ECOTOX,CTUe,29212011363.87778,Paper,FR
28,2021,,ECOTOX,CTUe,32884626982.495293,Paper,FR
28,2022,,ECOTOX,CTUe,32513904921.222134,Paper,FR
28,2023,,ECOTOX,CTUe,30753811734.7037,Paper,FR
28,2024,,ECOTOX,CTUe,29544945918.76089,Paper,FR
28,2025,,ECOTOX,CTUe,21085942791.425106,Paper,FR
28,2026,SSP2,ECOTOX,CTUe,22271106394.295803,Paper,FR
28,2027,SSP2,ECOTOX,CTUe,21776615109.590202,Paper,FR
28,2028,SSP2,ECOTOX,CTUe,21277497371.167973,Paper,FR
28,2029,SSP2,ECOTOX,CTUe,20775871265.778904,Paper,FR
28,2030,SSP2,ECOTOX,CTUe,20273578971.390266,Paper,FR
28,2019,,HTOX_nc,CTUh,990.7559282966653,Paper,FR
28,2020,,HTOX_nc,CTUh,914.2690579534267,Paper,FR
28,2021,,HTOX_nc,CTUh,1029.2135162460359,Paper,FR
28,2022,,HTOX_nc,CTUh,1017.6107647100057,Paper,FR
28,2023,,HTOX_nc,CTUh,962.5238787197341,Paper,FR
28,2024,,HTOX_nc,CTUh,924.6891470757225,Paper,FR
28,2025,,HTOX_nc,CTUh,659.9417209529995,Paper,FR
28,2026,SSP2,HTOX_nc,CTUh,697.0346276077313,Paper,FR
28,2027,SSP2,HTOX_nc,CTUh,681.5581828192354,Paper,FR
28,2028,SSP2,HTOX_nc,CTUh,665.9369406243411,Paper,FR
28,2029,SSP2,HTOX_nc,CTUh,650.2371922877367,Paper,FR
28,2030,SSP2,HTOX_nc,CTUh,634.5165937610694,Paper,FR
28,2019,,HTOX_c,CTUh,232.4651714686322,Paper,FR
28,2020,,HTOX_c,CTUh,214.51873993931622,Paper,FR
28,2021,,HTOX_c,CTUh,241.4886347874845,Paper,FR
28,2022,,HTOX_c,CTUh,238.76623308561597,Paper,FR
28,2023,,HTOX_c,CTUh,225.84096861667908,Paper,FR
28,2024,,HTOX_c,CTUh,216.9636486553281,Paper,FR
28,2025,,HTOX_c,CTUh,154.8448623309233,Paper,FR
28,2026,SSP2,HTOX_c,CTUh,163.54812481917986,Paper,FR
28,2027,SSP2,HTOX_c,CTUh,159.91682240783035,Paper,FR
28,2028,SSP2,HTOX_c,CTUh,156.2515455806381,Paper,FR
28,2029,SSP2,HTOX_c,CTUh,152.56784853190308,Paper,FR
28,2030,SSP2,HTOX_c,CTUh,148.87925931662164,Paper,FR
28,2019,,LU,Pt,961758193809.9336,Paper,FR
28,2020,,LU,Pt,887509963574.302,Paper,FR
28,2021,,LU,Pt,999090193819.3226,Paper,FR
28,2022,,LU,Pt,987827035011.1763,Paper,FR
28,2023,,LU,Pt,934352448123.059,Paper,FR
28,2024,,LU,Pt,897625074478.3844,Paper,FR
28,2025,,LU,Pt,640626353510.4727,Paper,FR
28,2026,SSP2,LU,Pt,676633614116.7733,Paper,FR
28,2027,SSP2,LU,Pt,661610138444.0382,Paper,FR
28,2028,SSP2,LU,Pt,646446103337.775,Paper,FR
28,2029,SSP2,LU,Pt,631205859830.5345,Paper,FR
28,2030,SSP2,LU,Pt,615945376382.6967,Paper,FR
28,2019,,WU,m3 water-eq,43979897304.876366,Paper,FR
28,2020,,WU,m3 water-eq,40584626475.00577,Paper,FR
28,2021,,WU,m3 water-eq,45687039013.84842,Paper,FR
28,2022,,WU,m3 water-eq,45171990043.22464,Paper,FR
28,2023,,WU,m3 water-eq,42726669738.290634,Paper,FR
28,2024,,WU,m3 water-eq,41047176772.62964,Paper,FR
28,2025,,WU,m3 water-eq,29294973954.499,Paper,FR
28,2026,SSP2,WU,m3 water-eq,30941537127.95295,Paper,FR
28,2027,SSP2,WU,m3 water-eq,30254533969.048985,Paper,FR
28,2028,SSP2,WU,m3 water-eq,29561103217.958557,Paper,FR
28,2029,SSP2,WU,m3 water-eq,28864187560.08977,Paper,FR
28,2030,SSP2,WU,m3 water-eq,28166346357.198692,Paper,FR
28,2019,,FRD,MJ,54129104375.232445,Paper,FR
28,2020,,FRD,MJ,49950309507.69941,Paper,FR
28,2021,,FRD,MJ,56230201863.19805,Paper,FR
28,2022,,FRD,MJ,55596295437.81494,Paper,FR
28,2023,,FRD,MJ,52586670447.12694,Paper,FR
28,2024,,FRD,MJ,50519602181.69801,Paper,FR
28,2025,,FRD,MJ,36055352559.383385,Paper,FR
28,2026,SSP2,FRD,MJ,38081891849.788246,Paper,FR
28,2027,SSP2,FRD,MJ,37236349500.36798,Paper,FR
28,2028,SSP2,FRD,MJ,36382896268.25669,Paper,FR
28,2029,SSP2,FRD,MJ,35525153920.11049,Paper,FR
28,2030,SSP2,FRD,MJ,34666272439.62916,Paper,FR
28,2019,,MRD,kg Sb-eq,52920.86543828529,Paper,FR
28,2020,,MRD,kg Sb-eq,48835.34724190255,Paper,FR
28,2021,,MRD,kg Sb-eq,54975.06342875167,Paper,FR
28,2022,,MRD,kg Sb-eq,54355.30670036372,Paper,FR
28,2023,,MRD,kg Sb-eq,51412.86083893214,Paper,FR
28,2024,,MRD,kg Sb-eq,49391.93249014226,Paper,FR
28,2025,,MRD,kg Sb-eq,35250.545582611434,Paper,FR
28,2026,SSP2,MRD,kg Sb-eq,37231.84962099833,Paper,FR
28,2027,SSP2,MRD,kg Sb-eq,36405.18098473477,Paper,FR
28,2028,SSP2,MRD,kg Sb-eq,35570.7780479831,Paper,FR
28,2029,SSP2,MRD,kg Sb-eq,34732.18173439374,Paper,FR
28,2030,SSP2,MRD,kg Sb-eq,33892.47171553029,Paper,FR
29,2019,,GWP_100,kg CO2-eq,1587331707.055114,Paper,FR
29,2020,,GWP_100,kg CO2-eq,1464788877.886312,Paper,FR
29,2021,,GWP_100,kg CO2-eq,1648946224.8040483,Paper,FR
29,2022,,GWP_100,kg CO2-eq,1630356968.988151,Paper,FR
29,2023,,GWP_100,kg CO2-eq,1542099954.0383446,Paper,FR
29,2024,,GWP_100,kg CO2-eq,1481483340.5503879,Paper,FR
29,2025,,GWP_100,kg CO2-eq,1057320363.7329578,Paper,FR
29,2026,SSP2,GWP_100,kg CO2-eq,1116748468.232032,Paper,FR
29,2027,SSP2,GWP_100,kg CO2-eq,1091953005.672951,Paper,FR
29,2028,SSP2,GWP_100,kg CO2-eq,1066925557.1042879,Paper,FR
29,2029,SSP2,GWP_100,kg CO2-eq,1041772330.5469435,Paper,FR
29,2030,SSP2,GWP_100,kg CO2-eq,1016585699.0239164,Paper,FR
29,2019,,ODP,kg CFC-11-eq,125634.62409731373,Paper,FR
29,2020,,ODP,kg CFC-11-eq,115935.56610583293,Paper,FR
29,2021,,ODP,kg CFC-11-eq,130511.309129131,Paper,FR
29,2022,,ODP,kg CFC-11-eq,129040.00092285073,Paper,FR
29,2023,,ODP,kg CFC-11-eq,122054.60722858558,Paper,FR
29,2024,,ODP,kg CFC-11-eq,117256.90463387064,Paper,FR
29,2025,,ODP,kg CFC-11-eq,83685.1212998626,Paper,FR
29,2026,SSP2,ODP,kg CFC-11-eq,88388.7554151344,Paper,FR
29,2027,SSP2,ODP,kg CFC-11-eq,86426.23642550963,Paper,FR
29,2028,SSP2,ODP,kg CFC-11-eq,84445.35613497961,Paper,FR
29,2029,SSP2,ODP,kg CFC-11-eq,82454.5207290459,Paper,FR
29,2030,SSP2,ODP,kg CFC-11-eq,80461.04137648911,Paper,FR
29,2019,,PM,Disease incidence,120.27359190021129,Paper,FR
29,2020,,PM,Disease incidence,110.98840836847828,Paper,FR
29,2021,,PM,Disease incidence,124.94218091026269,Paper,FR
29,2022,,PM,Disease incidence,123.53365579998325,Paper,FR
29,2023,,PM,Disease incidence,116.84634012977766,Paper,FR
29,2024,,PM,Disease incidence,112.25336324875185,Paper,FR
29,2025,,PM,Disease incidence,80.11414209782765,Paper,FR
29,2026,SSP2,PM,Disease incidence,84.6170645532641,Paper,FR
29,2027,SSP2,PM,Disease incidence,82.73828941662889,Paper,FR
29,2028,SSP2,PM,Disease incidence,80.84193648543503,Paper,FR
29,2029,SSP2,PM,Disease incidence,78.9360532396803,Paper,FR
29,2030,SSP2,PM,Disease incidence,77.02763886877251,Paper,FR
29,2019,,IR,kBq U-235-eq,122837563820.56464,Paper,FR
29,2020,,IR,kBq U-235-eq,113354440329.82181,Paper,FR
29,2021,,IR,kBq U-235-eq,127605677014.93884,Paper,FR
29,2022,,IR,kBq U-235-eq,126167125206.57205,Paper,FR
29,2023,,IR,kBq U-235-eq,119337250481.38145,Paper,FR
29,2024,,IR,kBq U-235-eq,114646361302.50432,Paper,FR
29,2025,,IR,kBq U-235-eq,81822001716.19218,Paper,FR
29,2026,SSP2,IR,kBq U-235-eq,86420916704.59337,Paper,FR
29,2027,SSP2,IR,kBq U-235-eq,84502090160.00662,Paper,FR
29,2028,SSP2,IR,kBq U-235-eq,82565311100.43462,Paper,FR
29,2029,SSP2,IR,kBq U-235-eq,80618798560.68124,Paper,FR
29,2030,SSP2,IR,kBq U-235-eq,78669700937.68045,Paper,FR
29,2019,,POF,kg NMVOC-eq,94866961.05307363,Paper,FR
29,2020,,POF,kg NMVOC-eq,87543182.56971058,Paper,FR
29,2021,,POF,kg NMVOC-eq,98549355.87301728,Paper,FR
29,2022,,POF,kg NMVOC-eq,97438368.04378524,Paper,FR
29,2023,,POF,kg NMVOC-eq,92163683.00934014,Paper,FR
29,2024,,POF,kg NMVOC-eq,88540927.9888411,Paper,FR
29,2025,,POF,kg NMVOC-eq,63190805.87948809,Paper,FR
29,2026,SSP2,POF,kg NMVOC-eq,66742529.59918311,Paper,FR
29,2027,SSP2,POF,kg NMVOC-eq,65260627.50497666,Paper,FR
29,2028,SSP2,POF,kg NMVOC-eq,63764860.7549846,Paper,FR
29,2029,SSP2,POF,kg NMVOC-eq,62261576.87703466,Paper,FR
29,2030,SSP2,POF,kg NMVOC-eq,60756296.54959382,Paper,FR
29,2019,,AC,mol H+ eq,233088356.3957583,Paper,FR
29,2020,,AC,mol H+ eq,215093814.66759354,Paper,FR
29,2021,,AC,mol H+ eq,242136009.51601297,Paper,FR
29,2022,,AC,mol H+ eq,239406309.68989003,Paper,FR
29,2023,,AC,mol H+ eq,226446395.6003443,Paper,FR
29,2024,,AC,mol H+ eq,217545277.6138602,Paper,FR
29,2025,,AC,mol H+ eq,155259965.30586752,Paper,FR
29,2026,SSP2,AC,mol H+ eq,163986559.21175212,Paper,FR
29,2027,SSP2,AC,mol H+ eq,160345522.12524977,Paper,FR
29,2028,SSP2,AC,mol H+ eq,156670419.5454167,Paper,FR
29,2029,SSP2,AC,mol H+ eq,152976847.36372152,Paper,FR
29,2030,SSP2,AC,mol H+ eq,149278369.90072194,Paper,FR
29,2019,,TEU,mol N-eq,1424169857.5780833,Paper,FR
29,2020,,TEU,mol N-eq,1314223207.6189966,Paper,FR
29,2021,,TEU,mol N-eq,1479451018.1428392,Paper,FR
29,2022,,TEU,mol N-eq,1462772552.205228,Paper,FR
29,2023,,TEU,mol N-eq,1383587477.1181037,Paper,FR
29,2024,,TEU,mol N-eq,1329201646.2206857,Paper,FR
29,2025,,TEU,mol N-eq,948638388.0188507,Paper,FR
29,2026,SSP2,TEU,mol N-eq,1001957876.7838055,Paper,FR
29,2027,SSP2,TEU,mol N-eq,979711140.1852762,Paper,FR
29,2028,SSP2,TEU,mol N-eq,957256263.4224962,Paper,FR
29,2029,SSP2,TEU,mol N-eq,934688537.3923385,Paper,FR
29,2030,SSP2,TEU,mol N-eq,912090840.093411,Paper,FR
29,2019,,FEU,kg P-eq,1354243.3506593558,Paper,FR
29,2020,,FEU,kg P-eq,1249695.0632187186,Paper,FR
29,2021,,FEU,kg P-eq,1406810.2152880353,Paper,FR
29,2022,,FEU,kg P-eq,1390950.6592982612,Paper,FR
29,2023,,FEU,kg P-eq,1315653.5584380005,Paper,FR
29,2024,,FEU,kg P-eq,1263938.0629365277,Paper,FR
29,2025,,FEU,kg P-eq,902060.3984270904,Paper,FR
29,2026,SSP2,FEU,kg P-eq,952761.9090202799,Paper,FR
29,2027,SSP2,FEU,kg P-eq,931607.4835477012,Paper,FR
29,2028,SSP2,FEU,kg P-eq,910255.1375588712,Paper,FR
29,2029,SSP2,FEU,kg P-eq,888795.483183222,Paper,FR
29,2030,SSP2,FEU,kg P-eq,867307.3291231944,Paper,FR
29,2019,,MEU,kg N-eq,46850759.63554742,Paper,FR
